date,track_id
2017-01-05,3hIFGEywPETgcaxrTTt2lD
2017-01-05,6DNtNfH8hXkqOX1sjqmI7p
2017-01-05,3NdDpSvN911VPGivFlV5d0
2017-01-05,4RuvPSCJ7xvRVOxiFBUt9B
2017-01-05,4owo0j5bw45IqiHxsTzcd6
2017-01-05,2KGv51jgAz8OTjNPyRryfq
2017-01-05,3BhctwMUY5Y9xmes194QTq
2017-01-05,0Mh4id8WvrTFOB9RiVitrB
2017-01-05,1qOLh0tI7trd1zdDKxYZTe
2017-01-05,4TZy1wLyHec06pwgFYDh1a
2017-01-05,0gNxi721t2RcPt5LdWGfpb
2017-01-05,4b4KcovePX8Ke2cLIQTLM0
2017-01-05,6gquljDBW7rE6mCBzmTRxo
2017-01-05,6UZJOc2HBrTp9DYfir9N8n
2017-01-05,343YBumqHu19cGoGARUTsd
2017-01-05,5XRtwljsug3r3XOBy9Bndu
2017-01-05,2Gvn46nwyQhUnQiFhlP7WX
2017-01-05,2WTCoQLkQ9FPdvThkf8nN1
2017-01-05,2wFnRPjuqwNySFiK0Qfg8L
2017-01-05,5GXAXm5YOmYT0kL5jHvYBt
2017-01-05,77VvA3wNFxm1P9amCKlVHQ
2017-01-05,4PdJSsESm34djLfBde9Pr2
2017-01-05,4PNi30UilK0CZi2z9wegMQ
2017-01-05,3EmmCZoqpWOTY1g2GBwJoR
2017-01-05,4vb4mFvYsr2h6enhjJsq9Y
2017-01-05,68y9Wxhai4e17Ywvnz76vY
2017-01-05,5Bn6W4bwH7Bw5nMvn8V4xF
2017-01-05,6SwI4OplF8m5NH8wHKIps8
2017-01-05,3pzjHKrQSvXGHQ98dx18HI
2017-01-05,5knuzwU65gJK7IF5yJsuaW
2017-01-05,4jswhbcaGqFe8v5uSHlqyb
2017-01-05,5uCax9HTNlzGybIStD3vDh
2017-01-05,2FBUoWkIuQXwayw2RNo5l6
2017-01-05,0Zu7NVn4IvfYuEIrD11UVr
2017-01-05,6nxQdXa1uAL0rY72wPZu89
2017-01-05,3dRBzTOu9polrH9U6Vh2zw
2017-01-05,6mICuAdrwEjh6Y6lroV2Kg
2017-01-05,6m2LNopVJKsvBB9l7Z1rwn
2017-01-05,4BHzQ9C00ceJxfG16AlNWb
2017-01-05,5ZCwyAL9zbEJVmmNQwt9lE
2017-01-05,1OAiWI2oPmglaOiv9fdioU
2017-01-05,5ITDkudn3l1YoZc2TP0vhN
2017-01-05,4Hf7WnR761jpxPr5D46Bcd
2017-01-05,5s2ydrmJOiPeZGx4S4X8Aw
2017-01-05,0B8B8cVRFIG1yznoQe7c9s
2017-01-05,2XMTqoHHSH0lvuXrvIEdco
2017-01-05,1a5Yu5L18qNxVhXx38njON
2017-01-05,1xFgXCY8Zvo76gHg4RgUaU
2017-01-05,6S8yTw0KfidwuAq5Y6Bygj
2017-01-05,2bKuHYkbEpKgNNVQ0eGJlB
2017-01-05,2GfxgssRHvY1azHtaRqKoK
2017-01-05,7aV2mflaASUmGhCErm7kBO
2017-01-05,1DdnD06naRACOpK8lAnLp1
2017-01-05,0EPxmvsG1BY5td4aTOkWBF
2017-01-05,7DRP2VOMpy1rrk3iYFLCW9
2017-01-05,6V3J5pbU5yBvB5zxPSyP5v
2017-01-05,7CmuLM2vfzA78iHeqastoP
2017-01-05,4NpFX0f0GfJgy92c9ypVxk
2017-01-05,19Ggp86mkEnRw93u91IJPO
2017-01-05,4VrWlk8IQxevMvERoX08iC
2017-01-05,6vve9WKW5I7fQzkU8dNsUE
2017-01-05,4lbPwb1Beo7JU2VwuJRTeR
2017-01-05,0P3k6Jipqv1UWX0a4GmUuj
2017-01-05,1OtZIaJBXo3Pe6nfaMsjKT
2017-01-05,2DAGCHu5aoo2FOjmtU9ojo
2017-01-05,62LiYpeFoJaixqkaNRGg47
2017-01-05,3cS6YsU197mrdPTyR7nbp7
2017-01-05,3RiPr603aXAoi4GHyXx0uy
2017-01-05,04DwTuZ2VBdJCCC5TROn7L
2017-01-05,0phVJ23NJlruwtt1XCm94N
2017-01-05,38MpAndIjGAyVdcC6npX95
2017-01-05,4GQVVsUnMbZeKIx9vguKlg
2017-01-05,21j9YxYHSzrdcLBX3mb5UL
2017-01-05,2InJDvDcA4RXEeA9njdibl
2017-01-05,4dASQiO1Eoo3RJvt74FtXB
2017-01-05,1VapsxlgG0g2D80LeEXBqE
2017-01-05,5MFzQMkrl1FOOng9tq6R9r
2017-01-05,6bLopGnirdrilrpdVB6Um1
2017-01-05,0GhaUJVyWwAKDELlAAFWyo
2017-01-05,25SL3ZSbEGtu4oU14xllMQ
2017-01-05,7yHEDfrJNd0zWOfXwydNH0
2017-01-05,6OZh916QF8XNunWaP97WEZ
2017-01-05,716p41p4BQQuUMgOP8ucpF
2017-01-05,4SCH5CuivFcShLpTg8lYOf
2017-01-05,1LTxGBL6yKtfmW3K8EvbSY
2017-01-05,6ccKu0LwJzOhLAxBwP2PTk
2017-01-05,6JV2JOEocMgcZxYSZelKcc
2017-01-05,5aAx2yezTd8zXrkmtKl66Z
2017-01-05,5NH1hgZbrQGXMMZKcBQV3l
2017-01-05,2eAAEa8pxKF7My0EO4rFgR
2017-01-05,27SdWb2rFzO6GWiYDBTD9j
2017-01-05,5OOkp4U9P9oL23maHFHL1h
2017-01-05,3mTUqLbtWm2DAEwvQTyu4d
2017-01-05,5ou59ERA2f7ffyAxAcZyVz
